region,year,group,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop
Mature economies,1986,4,7824.25,8978,11262.25,20009.89,56.92833
Mature economies,1991,4,9062,11087,13095.71,22047.5,57.71862
Mature economies,1998,4,10481.5,12425,16337.31,27021.48,58.48714
Mature economies,2004,4,13338.25,16729,20448.26,32260,59.56626
Mature economies,2008,4,16499.75,19693,20970.93,33717.89,61.39352
"Russia, C. Asia, SE Europe",1998,4,1340.5,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",2003,4,949,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2008,4,1047,1357,3232.064,4516.338,4.3837
Sub-Saharan Africa,1988,4,467.75,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1991,4,455.75,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1998,4,577.75,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,2005,4,720,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,1994,4,350.75,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,2003,4,419.25,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2007,4,522.5,682,631.0934,976.73,9.55911
Sub-Saharan Africa,1992,4,169,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1998,4,323.25,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,2003,4,665.25,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,1993,4,448.5,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,2002,4,469.25,581,385.2069,1026.08,1.314795
Mature economies,1988,4,7605.25,9085,10454.34,16890.2,10.03698
Mature economies,1993,4,8360.25,9774,11466.37,17177.39,10.46553
Mature economies,2000,4,7077.75,8326,13041.55,20316.73,10.83488
Mature economies,2005,4,8279.75,9707,15830.1,24348.4,11.02351
Mature economies,2008,4,8347,9658,17601.21,26113.39,11.23709
L. America & Carib.,1989,4,655.75,1203,2479.585,3306.024,8.525211
L. America & Carib.,1998,4,1246.25,2110,2893.782,3856.71,10.72315
L. America & Carib.,2003,4,1220.75,1984,3063.149,4008.121,12.09858
L. America & Carib.,2006,4,1398.25,2399,3222.774,4175.756,13.69085
L. America & Carib.,1998,4,1611.5,2162,1329.717,2463.188,0.730458
Mature economies,1991,4,7919,11965,12696.29,24839.7,5.901
Mature economies,1998,4,7728,10954,14569.18,27402.18,6.5437
L. America & Carib.,1989,4,605,1142,1717.333,2731.62,4.618245
L. America & Carib.,1993,4,896,1473,1729.395,2838.843,5.303798
L. America & Carib.,1998,4,1000,1701,1782.485,2902.6,5.963008
L. America & Carib.,2003,4,999,1805,1935.218,3027.397,6.609337
L. America & Carib.,2008,4,1348.5,2506,2317.245,3640.919,7.302742
"Russia, C. Asia, SE Europe",1998,4,5523,6156,6417.119,11848.26,4.501
"Russia, C. Asia, SE Europe",2004,4,7529,8592,7764.496,14712.48,4.44
"Russia, C. Asia, SE Europe",2008,4,7513,9201,8948.787,17300.34,4.434
L. America & Carib.,2001,4,358.25,666,977.7759,1106.416,9.075399
Mature economies,1989,4,2387,2684,6499.63,13455.33,10.59649
Mature economies,1993,4,3593,4173,6346.772,11158.44,10.35752
Mature economies,1999,4,3641.5,4005,6563.188,13085.22,10.26657
Mature economies,2005,4,4635.25,5332,8790.137,16974.56,10.12955
Mature economies,2008,4,4373.25,4847,9010.125,17900.93,10.03819
Other Asia,1987,4,368,433,963.263,1675.168,178.0068
Other Asia,1993,4,441.5,523,1261.127,2396.448,193.5256
Other Asia,1999,4,484.25,571,1633.932,2533.089,207.8393
Other Asia,2005,4,723.5,905,1873.575,3102.284,221.8392
Other Asia,2009,4,985.75,1303,2146.427,3696.297,234.9512
India,1987,4,441.25,538,694.1288,1052.002,837.6996
India,1993,4,465,560,780.9203,1271.67,928.226
India,1997,4,404,537,894.5415,1514.754,1018.471
India,2004,4,513.25,642,1135.705,2051.632,1105.886
India,2007,4,578.5,741,1398.997,2573.136,1190.864
Mature economies,1987,4,4690.75,5676,8159.454,15347.36,3.524949
Mature economies,1994,4,5641,6270,10292.14,20905.24,3.576261
Mature economies,1999,4,9913.75,12362,13757.16,30991.57,3.712696
Mature economies,2005,4,11085.5,13479,16946.91,38896.39,3.996521
Mature economies,2008,4,11823.5,13779,17821.88,39294.29,4.425683
M. East & N. Africa,1990,4,1777.5,2429,2458.601,6200.669,51.81074
M. East & N. Africa,1994,4,2051.5,2803,2701.579,6660.562,57.94044
M. East & N. Africa,1998,4,2184.25,3023,2851.131,7245.311,63.13303
M. East & N. Africa,2005,4,1866,2372,4043.637,9228.236,68.0617
Mature economies,2004,4,12244.75,13836,17762.91,33055.9,0.289521
Mature economies,2008,4,20824.5,24273,18621.34,36655.51,0.317414
Mature economies,1986,4,5174,6303,8414.497,16430.94,4.442
Mature economies,1992,4,6172.5,7496,9510.283,18484.96,5.261
Mature economies,1997,4,6285.75,7816,10430.11,21276.33,5.971
Mature economies,2001,4,7113,8858,11704.31,22621.53,6.6897
Mature economies,2008,4,7282,9114,12833.16,25646.28,7.3088
Mature economies,1986,4,6833.75,7943,11681.6,20977.62,56.62929
Mature economies,1991,4,8238,9414,13705.99,24093.96,56.83182
Mature economies,1998,4,9746.75,11542,15022,26374.01,56.90674
Mature economies,2004,4,9034,10944,15835.03,28226.88,57.60466
Mature economies,2008,4,10486.75,11983,15840.81,28453.56,59.83218
L. America & Carib.,1988,4,1690,2298,2870.981,5539.474,2.3564
L. America & Carib.,1993,4,1237,1503,3590.289,6984.22,2.441024
L. America & Carib.,1999,4,2199.5,3088,3934.179,6696.975,2.55678
L. America & Carib.,2004,4,2309,3352,4707.688,7184.084,2.6257
M. East & N. Africa,1986,4,2111.5,2658,3083.631,4310.034,2.948
M. East & N. Africa,1992,4,1484.75,2090,2209.723,3378.48,3.905931
M. East & N. Africa,1997,4,1423.25,1819,2131.778,3479.344,4.5974
M. East & N. Africa,2002,4,1609,2107,2514.714,3807.527,5.164
M. East & N. Africa,2008,4,1935.75,2394,3436.55,5082.932,5.787
Mature economies,1988,4,11215.25,12709,12993.79,24021.93,122.613
Mature economies,1993,4,12840.25,14596,14658.46,27453.95,124.536
Mature economies,1998,4,13357.5,15035,15143.38,28410.86,126.41
Mature economies,2002,4,13396.5,15621,15467.11,28944.65,127.718
Mature economies,2008,4,10355.5,11903,15711.36,31322.7,127.704
"Russia, C. Asia, SE Europe",1993,4,1314,1540,3536.838,5431.076,16.33042
"Russia, C. Asia, SE Europe",1996,4,1348.75,1641,2117.928,4590.866,15.0713
"Russia, C. Asia, SE Europe",2003,4,1467,1679,3046.452,7350.814,14.90902
Sub-Saharan Africa,1992,4,613.5,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1997,4,848.5,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,2007,4,303,344,1008.467,1455.31,38.45542
"Russia, C. Asia, SE Europe",1993,4,1330.25,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1998,4,625.5,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",2004,4,884.25,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2008,4,1299.25,1610,1716.68,2026.926,5.3187
Other Asia,1994,4,496.75,678,585.6285,783.3454,10.53924
Other Asia,1997,4,406.75,586,630.1472,859.5623,11.98613
Other Asia,2004,4,567.5,805,926.5114,1348.086,13.02417
Other Asia,2008,4,708,937,1242.541,1898.139,13.82264
Mature economies,1988,4,5790.5,7028,5194.2,9977.137,41.975
Mature economies,1993,4,8567.5,9814,7266.156,13615.12,44.056
Mature economies,1999,4,8435.75,9359,8707.528,17410.07,46.287
Mature economies,2003,4,9623,11132,10535.59,21070.53,47.859
Mature economies,2008,4,10588.25,12399,11746.18,25338.65,48.949
Other Asia,2002,4,499.5,613,966.8489,1468.583,5.582028
Other Asia,2008,4,584,755,1151.496,2041.053,6.022001
Sub-Saharan Africa,2007,4,258,326,511.4747,401.9072,3.65846
L. America & Carib.,1995,4,889.25,1183,4662.966,7970.636,0.139908
Other Asia,1990,4,744.5,916,1183.999,2029.215,16.599
Other Asia,1995,4,777.75,996,1503.089,2475.967,17.646
Other Asia,1999,4,735.25,897,1733.993,2842.12,18.784
Other Asia,2002,4,868.5,1201,1965.65,3105.688,19.173
Other Asia,2006,4,1044.5,1428,2268.431,3781.232,20.217
Sub-Saharan Africa,1986,4,553.25,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1993,4,400.75,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,2002,4,558.75,869,870.1825,1131.853,2.028976
Mature economies,1993,4,1229.25,1498,5092.127,7809.437,3.682613
Mature economies,2005,4,2933.75,3549,8273.53,14197.22,3.454205
Mature economies,2008,4,4720.5,5584,11043.06,17599.5,3.358115
Mature economies,1994,4,16200.5,18156,20261.19,48410.73,0.397475
Mature economies,1998,4,17001.25,19902,22146.55,53353.75,0.4247
Mature economies,2004,4,19913.5,23329,23603.14,65800.18,0.45163
Mature economies,2008,4,18800,21592,25024.01,73349.64,0.48865
Mature economies,1988,4,6880,7321,7573.604,10428.27,2.653434
Mature economies,1993,4,2074.5,2356,3162.435,5920.797,2.56329
Mature economies,1997,4,2402.75,2767,3955.445,7096.867,2.410019
Mature economies,2002,4,3021.5,3722,5318.281,9955.801,2.325342
Mature economies,2008,4,4707.25,5684,9571.235,15646.97,2.266094
M. East & N. Africa,1991,4,1409.5,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1998,4,1183,1557,1589.092,2928.327,28.08268
M. East & N. Africa,2001,4,1178.75,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2007,4,1428.25,1934,1967.226,3801.652,31.32145
"Russia, C. Asia, SE Europe",1998,4,715.5,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",2003,4,1051.75,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2008,4,1783,2192,2486.22,2768.273,3.570107
Sub-Saharan Africa,1993,4,301.75,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1999,4,233.25,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,2005,4,354.5,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2010,4,241,336,633.5196,868.9248,19.54628
Other Asia,1998,4,1225.75,2460,908.9013,4025.875,0.263867
Other Asia,2004,4,1688.5,2118,973.9588,5761.247,0.286665
L. America & Carib.,1989,4,2809.5,2728,5027.856,9697.029,81.0101
L. America & Carib.,1994,4,2081.25,3501,5671.454,10681.85,89.1097
L. America & Carib.,1998,4,1703.25,2747,6329.404,11030.45,97.00194
L. America & Carib.,2004,4,2230.5,3499,7286.769,11959.3,103.9026
L. America & Carib.,2008,4,2414.5,3704,8114.927,12892.78,110.6272
"Russia, C. Asia, SE Europe",1998,4,2083.25,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",2003,4,2616.25,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2008,4,2515.5,3533,6019.508,9146.609,2.052524
Sub-Saharan Africa,1994,4,178.25,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,2001,4,379.75,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2006,4,453.75,590,518.9305,902.9191,14.45999
"Russia, C. Asia, SE Europe",2005,4,2793,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2008,4,3733.25,4307,7948.909,10546.4,0.629185
Other Asia,2002,4,917.5,1083,1193.894,2335.1,2.485177
Other Asia,2007,4,1615.5,2021,1615.768,3324.185,2.667474
Sub-Saharan Africa,1996,4,253.5,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,2002,4,292,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2007,4,390.25,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,1987,4,557.25,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1993,4,529.5,850,915.24,1782.219,2.166948
Sub-Saharan Africa,2000,4,826,1060,1092.167,1770.758,2.495316
Sub-Saharan Africa,2004,4,714,965,1208.206,1816.609,2.882003
Sub-Saharan Africa,2008,4,772.25,1012,1053.401,2226.734,3.295254
Sub-Saharan Africa,1997,4,222.25,354,299.3093,667.6805,10.61235
Sub-Saharan Africa,2004,4,308.75,409,406.7,646.1216,12.14495
Sub-Saharan Africa,2010,4,423.75,616,381.916,795.4921,14.00511
Other Asia,1987,4,1899.5,2798,1959.279,5511.516,17.20007
Other Asia,1992,4,2043,3037,2755.56,7472.627,19.70126
Other Asia,1997,4,2590.25,3938,3514.631,10252.74,22.32245
Other Asia,2004,4,1937.5,2452,3967.843,11178.21,25.06018
Other Asia,2009,4,3368.75,4797,5120.799,12526.28,27.50201
Sub-Saharan Africa,1993,4,518.5,1761,1977.614,4113.73,1.558055
Sub-Saharan Africa,2003,4,754,1749,2559.435,4683.351,2.008342
Sub-Saharan Africa,1994,4,270.25,365,439.3609,622.794,8.578542
Sub-Saharan Africa,2007,4,504.5,633,406.541,621.6127,14.45001
Sub-Saharan Africa,1986,4,442,559,573.7988,1240.218,92.7313
Sub-Saharan Africa,1992,4,359,482,781.4259,1454.772,104.9316
Sub-Saharan Africa,1996,4,325.75,472,755.2601,1447.327,117.9834
Sub-Saharan Africa,2003,4,363,486,913.116,1577.12,133.0671
Sub-Saharan Africa,2009,4,318,479,1094.352,2030.464,150.6657
L. America & Carib.,1993,4,750,1287,1219.757,1750.878,4.430182
L. America & Carib.,1998,4,961.75,1566,1533.932,1981.833,4.911886
L. America & Carib.,2005,4,1133.25,1811,1824,2335.564,5.288271
L. America & Carib.,2009,4,1189,1695,2050.794,2424.855,5.635577
Mature economies,1987,4,8207.25,9574,12143.28,23805.72,14.76009
Mature economies,1991,4,10941.25,12898,13243.03,26705.36,15.29037
Mature economies,1998,4,11823.25,13123,15346.28,31393.27,15.70721
Mature economies,2005,4,14501.25,15895,16875.42,35104.49,16.2253
Mature economies,2008,4,13461,15590,17202.36,38105.95,16.44559
Mature economies,1995,4,11471,12821,13392.17,37810.65,4.311991
Mature economies,2000,4,13530,15524,15884.78,43974.8,4.431464
Mature economies,2004,4,14835.25,17418,17791.54,46741.64,4.564855
Mature economies,2008,4,16491.5,18630,20151.37,48583.24,4.768212
Other Asia,1996,4,341.75,518,507.9304,829.1172,23.25505
Other Asia,2003,4,443,648,628.9,918.8527,26.14353
Other Asia,2010,4,669.75,817,713.6405,1079.353,28.90536
Mature economies,1986,4,11020.5,12046,10418.6,19328.11,3.35
Mature economies,1991,4,12502,15347,10330.97,18236.72,3.5722
Mature economies,1998,4,8486.5,10549,11979.4,20901.72,3.815
Other Asia,1987,4,367.5,453,1038.44,1505.339,105.3325
Other Asia,1993,4,633.25,757,1157.319,1723.949,121.0299
Other Asia,1998,4,597.25,744,1276.333,1790.549,137.8082
Other Asia,2004,4,648,789,1372.58,2027.659,153.1399
Other Asia,2007,4,651.75,789,1553.311,2321.825,167.4423
L. America & Carib.,1991,4,1552,2579,2798.16,6509.381,2.569672
L. America & Carib.,1997,4,1948,3406,3480.417,7527.556,2.843276
L. America & Carib.,2003,4,2042.75,3492,4425.273,8240.258,3.125565
L. America & Carib.,2009,4,2028.75,3224,4664.719,11855.64,3.406487
L. America & Carib.,1994,4,1358.75,1959,3100.093,4987.648,22.98018
L. America & Carib.,1998,4,1453.25,2494,3387.917,5501.92,25.07914
L. America & Carib.,2003,4,1565.5,2697,3567.746,5831.292,26.91634
L. America & Carib.,2008,4,2052,3006,4610.203,7967.33,28.46334
Other Asia,1988,4,661.75,900,1460.717,2453.37,58.57207
Other Asia,1994,4,714.25,1001,1578.072,2469.867,66.17387
Other Asia,1997,4,849.5,1259,1682.142,2690.717,74.04084
